permuted_rank_mean_spread,random_count_mean_spread
-0.006741466507395097,0.002548439862421859
-0.0001164200458785309,0.012664861398357038
-0.01745320809492125,0.004161713319080461
0.001278801606243894,-0.005490452363542406
0.01254933890380307,-0.008965026389960933
-0.011516887728599117,-0.0007760312579914918
0.013909622468390694,-0.0028847140220043385
-0.01721007365866338,0.01378444574052944
-0.0011770644030856332,-0.014443647893137441
0.005674862342261439,0.003216118421574538
0.008774201563424577,0.009834617528187772
0.0070999931758627425,0.0231389150370983
-0.014282047137155737,0.025961500879921433
0.007217059364786374,0.0060940693015348315
0.022457361812517975,-0.017735820128818504
-0.00806544329316416,0.014994412431414495
0.010072122396694364,0.021376433542487888
-0.0024122254464187323,-0.0005489338581560611
0.002228795976953751,0.010390286410172605
0.0032727548260953867,0.007415678530928843
-0.012038349946859463,0.013496113049246939
0.00939993707873786,0.00044604257195028207
-0.009051914506088547,0.020403342958371855
-0.011314361340722551,0.0016021208514425287
0.024317578895911407,0.008010735590855635
0.01777541928924624,-0.008001299024747558
0.006681738239503046,0.0003127875593153563
-0.004284893091461689,-0.003481874421412825
-0.0034580465584505065,-0.004914325481156974
0.005115945735356194,0.022363420325302065
-0.0007079250786857765,-0.016066993544161492
0.015432613758925403,-0.0028754346792593645
-0.01172375209101356,0.009515464575119079
0.008223736159555975,0.011095228107084297
0.011611167394582268,-0.019014173230393935
-0.0033033312444893043,0.008422465747837995
-0.006332251785354106,0.008915944728063521
0.006988599748442858,-0.01054953054604547
0.00028729914929645755,0.0020567168601595704
0.0028168725794833977,-0.005545447489797169
0.003930282558684144,0.010737340732366922
-0.016979598024653566,-0.01145052734295973
0.0035258131449587664,0.018773980456040312
-0.0019334385173128852,-0.0038651069251345372
-0.0017416911033695023,0.006123958734668717
0.004904075541818112,-0.0037896641276280365
-0.02079889235125765,-0.01276105667488014
-0.005388992549992984,-0.0036090365384022728
0.007294361314400558,-0.0048203903629421615
0.01773772866992806,0.011199610936293678
0.01300978364381982,-0.0025281853441298913
-0.0025594677601284755,0.002680828886784956
0.0136834950021378,0.01644314450476261
-0.00983720253601292,0.0008229600337936781
-0.007297101682866666,-0.008952230884041448
